prot_id,LFQ intensity 1,LFQ intensity 2,LFQ intensity 3,LFQ intensity 4,LFQ intensity 5,LFQ intensity 6,LFQ intensity 7,LFQ intensity 8,LFQ intensity 9,LFQ intensity 10,LFQ intensity 11,LFQ intensity 12,LFQ intensity 13,LFQ intensity 14,LFQ intensity 15,LFQ intensity 16,LFQ intensity 17,LFQ intensity 18,LFQ intensity 19,LFQ intensity 20,LFQ intensity 21,LFQ intensity 22,LFQ intensity 23,LFQ intensity 24,LFQ intensity 25,LFQ intensity 26,LFQ intensity 27,desc,valid_points,max,mw,clusters
Tb927.3.2150,75607000,215350000,93718000,92016000,41027000,67824000,12026000,22092000,11638000,14726000,11844000,0,0,0,0,0,0,0,45296000,11731000,24419000,19999000,13304000,44876000,41255000,46102000,20301000,"protein phosphatase 2C, putative",20,2,40.009,210
Tb927.3.2170,0,0,0,0,0,0,12254000,15202000,13574000,0,8770900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"translation elongation factor EF-2, putative",4,8,98.56200000000001,271
Tb927.3.2190,0,0,6298900,7337700,8208600,8965600,10123000,10284000,9948700,14765000,16111000,17738000,16316000,17140000,27783000,20426000,18825000,17330000,22216000,20743000,11292000,22009000,23599000,0,0,0,0,Capping enzyme RNA triphosphatase 1,21,15,29.326,182
Tb927.3.2260,0,12888000,13520000,16724000,18778000,27235000,13825000,11103000,8478900,13606000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitochondrial SSU ribosomal protein, putative",9,6,26.421,516
Tb927.3.2330,0,2612600,770280,1022600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kinetoplastid kinetochore protein 17,3,2,67.492,244
Tb927.3.2370,0,33413000,18063000,0,0,0,7138200,0,6045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,2,15.402999999999999,250
Tb927.3.2440,0,8664100,22241000,18282000,23342000,16482000,15950000,15962000,16831000,24789000,21654000,20835000,21797000,23720000,26334000,22351000,26465000,38779000,11373000,23311000,25465000,36508000,36611000,33761000,20692000,18076000,0,AGC essential kinase 1,25,18,45.81100000000001,148
Tb927.3.2470,0,0,0,20832000,21145000,23100000,26368000,18531000,15156000,15617000,0,0,0,9506000,12229000,10323000,6880700,0,6569600,6816600,9091900,0,0,0,0,0,0,Pumilio homology domain family member 8,14,7,69.055,506
Tb927.3.2490,13904000,45417000,90857000,73758000,52904000,96122000,109550000,161840000,183520000,373340000,450220000,425770000,351720000,190660000,105610000,59477000,23736000,7816900,5111400,12882000,0,0,0,0,0,0,0,"hypothetical protein, conserved",20,11,110.07,90
Tb927.3.2600,31752000,60160000,69437000,116990000,81912000,96359000,226230000,419550000,814810000,2162400000,3211100000,3093100000,1837400000,929200000,359480000,151930000,67857000,21807000,19633000,8191100,4024300,2306900,0,0,0,0,0,"ATP-dependent DEAD/H RNA helicase, putative",22,11,244.99,92
Tb927.3.2660,0,0,0,0,0,0,0,0,0,5544000,5236900,7477600,7440700,10126000,3777400,2388600,3587300,3884900,6729800,6010500,5220700,0,0,0,0,0,0,"TatD related DNase, putative",12,14,78.744,23
Tb927.3.2670,0,0,0,0,0,0,8352800,8859200,8427600,9360500,10377000,9772500,8429300,9531500,0,0,7912600,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",9,11,28.84,47
Tb927.3.2700,0,0,0,0,0,9197400,12947000,12832000,10046000,0,0,0,0,0,0,0,0,0,0,0,0,10435000,0,0,0,0,0,"hypothetical protein, conserved",5,7,42.683,280
Tb927.3.2750,6154200,17170000,14449000,50903000,48858000,34160000,26833000,23898000,19662000,17015000,6528700,4337200,4252400,5692400,10616000,6226100,4731000,3691800,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",18,4,95.98,466
Tb927.3.2810,0,0,0,0,0,0,1320400,1181200,1506300,812960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,9,181.77,293
Tb927.3.2830,22381000,43060000,30418000,27037000,29676000,13817000,15700000,9584500,5056000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brix domain containing protein, putative",9,2,41.62,209
Tb927.3.2880,0,15058000,36342000,0,16348000,0,11741000,0,0,20205000,15305000,16988000,15150000,14718000,16601000,14860000,41007000,15713000,29159000,17921000,26441000,19442000,0,0,0,0,0,"Mitochondrial ATP synthase subunit, putative",17,17,12.642999999999999,137
Tb927.3.2900,27293000,13172000,20897000,26993000,28090000,22183000,29291000,55668000,48013000,74193000,90387000,122770000,144540000,158030000,216180000,180210000,168650000,180740000,172310000,144170000,167160000,72030000,68529000,62207000,30972000,0,18785000,eukaryotic translation initiation factor 2 subunit alpha,26,15,46.824,182
Tb927.3.3000,0,8507200,5905800,3750600,13730000,17001000,105760000,83242000,48423000,37631000,20728000,8853000,6088000,10856000,8968500,5116400,2258500,3054900,0,0,0,0,0,0,0,0,0,Putative intraflagellar transport protein C3,17,7,64.892,282
Tb927.3.3020,0,0,0,0,0,0,6169000,5727200,3621600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"actin-like protein, putative",3,7,34.849000000000004,273
Tb927.3.3050,14899000,7846500,10015000,12295000,10944000,10881000,7627200,10036000,4190100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kinetoplast ribosomal PPR-repeat containing protein 20,9,1,112.04,241
Tb927.3.3060,0,0,0,0,11329000,16990000,10223000,12944000,12054000,11716000,10117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,6,32.297,513
Tb927.3.3110,0,26051000,16244000,11891000,10712000,10028000,16868000,20325000,13529000,11088000,6974600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Condensin complex subunit 3, putative",10,2,118.8,232
Tb927.3.3130,1527100000,1827800000,1522600000,1111400000,741230000,260230000,117770000,89003000,55730000,66564000,64113000,58574000,63487000,47797000,31750000,19508000,31312000,10475000,3555900,6856200,3557000,0,0,0,0,0,0,Present in the outer mitochondrial membrane proteome 24,21,2,178.08,267
Tb927.3.3170,0,16254000,7220800,23974000,29132000,38856000,49053000,49830000,42450000,32164000,25131000,12659000,6501700,9290100,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",13,8,70.454,505
Tb927.3.3180,378520000,320150000,105090000,51603000,25444000,9573000,0,0,0,0,0,0,4972400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoporin NUP98,7,1,98.14299999999999,269
Tb927.3.3200,17420000,12268000,6175100,7224800,3948500,2669900,0,0,0,2711700,2956800,2933300,4296100,0,0,0,0,0,0,0,0,0,7692600,0,0,0,0,"Domain of unknown function (DUF4586), putative",11,1,39.357,265
Tb927.3.3220,0,0,0,0,0,0,19398000,41821000,61083000,86029000,36586000,19287000,3956600,3372500,0,0,0,0,0,0,0,0,0,0,0,0,0,"RNA polymerase-associated protein CTR9, putative",8,10,101.23,290
Tb927.3.3230,0,0,0,0,0,0,0,8413300,10657000,13042000,14483000,16797000,17623000,21449000,22880000,17107000,22024000,15971000,0,0,0,0,0,0,0,0,0,"NOL1/NOP2/sun family, putative",11,15,67.414,41
Tb927.3.3270,224550000,215390000,290260000,112930000,108580000,137640000,107500000,118410000,100040000,91391000,90958000,80181000,51010000,42961000,31620000,19959000,12806000,4395600,1398100,4546300,3562100,0,0,0,0,0,0,"ATP-dependent 6-phosphofructokinase, glycosomal",21,3,53.516999999999996,219
Tb927.3.3300,241540000,309720000,269770000,366800000,270850000,263980000,106330000,95815000,69730000,43073000,24677000,5246600,4954400,6234400,3492400,2379900,6117400,6962100,0,0,0,0,0,0,0,0,0,Flagellum attachment zone protein 19,18,4,89.197,242
Tb927.3.3320,1497100000,1987500000,2510000000,2120400000,2173100000,1483000000,1199400000,858970000,643680000,496540000,347240000,277700000,417870000,424220000,631260000,491820000,296600000,229130000,246600000,112200000,116230000,152620000,96319000,93436000,99471000,168180000,213580000,"60S ribosomal protein L13, putative",27,3,25.427,239
Tb927.3.3410,0,0,0,0,0,19819000,47494000,172870000,255450000,267640000,148330000,101350000,52864000,32513000,26815000,15125000,16932000,0,16117000,19844000,12299000,17044000,0,0,0,0,0,"aspartyl aminopeptidase, putative",16,10,49.327,289
Tb927.3.3440,0,12052000,10067000,9842700,8773700,9728000,9116400,8373700,7107700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phytanoyl-CoA dioxygenase (PhyH), putative",8,2,39.176,225
Tb927.3.3520,72024000,72984000,51720000,49439000,31386000,23878000,8606600,9196400,7345700,9180900,7491600,0,0,0,0,0,0,0,0,16752000,10423000,16829000,0,0,0,0,0,Present in the outer mitochondrial membrane proteome 25,14,2,47.641000000000005,258
Tb927.3.3550,0,11932000,9764200,19628000,15927000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,4,128.86,460
Tb927.3.3580,4757700,5230900,12694000,25479000,46904000,30806000,55471000,87221000,156320000,320050000,459120000,573330000,627940000,665690000,492150000,518200000,545490000,440660000,462020000,282770000,166330000,132150000,21008000,23433000,0,0,0,"heat shock protein 90, putative",24,14,87.766,195
Tb927.3.3590,22424000,46854000,58723000,328200000,369540000,210910000,57047000,28387000,23011000,10056000,0,5261800,9811400,10115000,0,0,0,0,0,0,0,0,0,0,0,0,0,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",13,5,75.271,453
Tb927.3.3670,74340000,153960000,172000000,206120000,210350000,138970000,61723000,50380000,37548000,32940000,12293000,12304000,16317000,13189000,13933000,10133000,5342000,2215100,0,0,4150200,5328500,0,0,0,0,0,Triple RNA binding domain protein 3,20,5,66.931,220
Tb927.3.3740,17747000,38634000,54572000,89228000,54858000,27444000,27335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zinc-finger double-stranded RNA-binding, putative",7,4,69.176,460
Tb927.3.3800,0,0,0,0,0,0,1962900,2595400,4986400,2947700,2554500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,9,110.12,294
Tb927.3.3820,0,23066000,21681000,15123000,27215000,24834000,28120000,15992000,20509000,15862000,16314000,11660000,11729000,11023000,10020000,9602500,10838000,6877700,23079000,13195000,12575000,0,0,0,0,0,0,"hypothetical protein, conserved",20,7,45.231,364
Tb927.3.3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314300,3504100,3475800,0,0,0,0,0,0,0,0,0,0,"Family of unknown function (DUF572), putative",3,15,39.34,103
Tb927.3.3850,0,0,0,0,7026100,5417000,7738600,6207300,9311800,5180900,4382700,4115900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COPII coat assembly protein sec16,8,9,146.55,312
Tb927.3.3890,18623000,27225000,29962000,23569000,13779000,17182000,11613000,9679100,9659700,11932000,10038000,10856000,13156000,9788400,14482000,11687000,8570900,10829000,11115000,9602100,16814000,23632000,9601500,0,0,0,0,"hypothetical protein, conserved",23,3,36.68,352
Tb927.3.3950,0,11014000,25137000,35273000,30663000,26158000,27050000,34284000,40360000,40524000,36338000,22236000,25660000,15779000,14502000,4975200,5950900,7029100,7541900,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",18,10,62.246,411
Tb927.3.4000,0,0,0,0,7347300,27778000,0,17422000,9698100,14592000,7183900,7403500,6043100,5093100,4786700,4986800,3901800,0,0,0,0,0,0,0,0,0,0,"clathrin coat assembly protein ap19, putative",12,6,18.409000000000002,493
Tb927.3.4020,0,0,0,0,0,3512900,4639700,5683500,0,4062100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phosphatidylinositol 4-kinase alpha, putative",4,8,255.5,284
Tb927.3.4030,0,0,3451200,12819000,7308300,14515000,23848000,19144000,32255000,41300000,43059000,25725000,9723200,11566000,7735300,5222900,2581700,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",15,11,135.25,71
Tb927.3.4080,0,0,0,0,5236500,6435000,6247400,6624200,0,0,5553300,8467300,6567900,6809300,7150800,9339100,5670500,0,0,0,0,0,0,0,0,0,0,"Pyruvate transporter, putative",11,16,64.13600000000001,37
Tb927.3.4120,0,24988000,18833000,23215000,8290600,9154300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,2,73.301,246
Tb927.3.4140,0,0,0,3162900,4872200,5828400,8867200,11439000,13002000,28898000,12326000,7796300,5091300,3355500,2039500,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",12,10,61.891000000000005,290
Tb927.3.4190,0,18178000,14255000,8841000,24800000,17226000,16434000,15864000,19279000,15172000,18566000,22640000,16241000,15490000,19281000,17819000,14749000,11931000,11200000,0,12803000,12716000,21631000,23547000,0,0,0,"endosomal integral membrane protein, putative",22,5,72.048,143
Tb927.3.4210,0,0,8101800,6514100,5644600,8770200,6103000,7732600,9403800,10168000,10193000,11210000,9669400,6930900,5847300,4086700,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",14,12,192.82,411
Tb927.3.4260,0,0,12101000,0,0,11790000,12029000,13998000,11749000,16920000,13769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acetyl-CoA hydrolase,7,10,41.306000000000004,310
Tb927.3.4270,32800000,42528000,23195000,23687000,24206000,37416000,39131000,53296000,59802000,49589000,56250000,54224000,42644000,36701000,43625000,45781000,24841000,20407000,12317000,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",19,9,99.49600000000001,423
Tb927.3.4380,28742000,32705000,29009000,16580000,9452100,17583000,12917000,10500000,7157700,8968100,9780600,9919900,8691300,9161600,5710300,5990100,5338500,9092600,9570400,6822000,6547300,5064600,0,0,0,0,0,"sorting assembly machinery 50 kDa subunit, putative",22,2,53.558,219
Tb927.3.4390,0,19983000,16937000,29265000,18884000,28722000,17299000,19110000,11354000,17496000,10402000,7389000,12110000,9230100,10894000,6704900,8215100,6884000,0,0,7964200,10531000,0,0,0,0,0,dihydrolipoamide dehydrogenase,19,4,55.839,340
Tb927.3.4490,0,0,0,0,0,0,0,0,0,0,0,4991400,6279300,7225600,6742600,5562100,4377900,3939100,0,0,0,0,0,0,0,0,0,"protein farnesyltransferase alpha subunit, putative",7,14,70.347,97
Tb927.3.4500,28483000,45129000,45924000,77399000,72499000,65640000,124200000,146290000,174170000,279950000,437810000,677160000,1129400000,2168800000,3119600000,4225900000,2967400000,2180300000,1451300000,594910000,315440000,88316000,6796100,0,0,0,0,"Fumarate hydratase class I, cytosolic",23,16,62.262,94
Tb927.3.4560,0,0,0,0,0,0,0,0,0,0,5633400,4596900,5413100,6954000,4936400,5137400,0,0,0,0,0,0,0,0,0,0,0,"5-AMP-activated protein kinase catalytic subunit alpha, putative",6,14,70.655,10
Tb927.3.4600,0,0,0,0,0,0,6772100,6835300,6051000,0,14725000,11465000,11812000,15417000,17198000,17117000,18006000,13519000,9854500,11497000,9263800,8277200,0,0,0,0,0,"hypothetical protein, conserved",15,17,121.4,196
Tb927.3.4620,0,0,0,0,4886000,10388000,15744000,15638000,12854000,8609500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AAA domain containing protein, putative",6,7,160.17,511
Tb927.3.4630,0,0,4564600,7023000,12912000,7293300,8076800,19539000,27176000,53172000,69320000,88851000,72068000,42455000,22865000,6889600,2818800,0,0,0,0,0,0,0,0,0,0,"UDP-glucose:glycoprotein glucosyltransferase, putative",15,12,186.84,90
Tb927.3.4640,0,6130600,8525400,15726000,4950100,7119600,0,0,3090900,3805300,2752500,2536300,3372100,3052400,2978700,2630000,0,0,0,0,0,0,0,0,0,0,0,"VIT family, putative",13,4,30.378,461
Tb927.3.4710,67487000,41845000,22159000,20313000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,1,59.745,269
Tb927.3.4790,36083000,29640000,53453000,51610000,55019000,78742000,116700000,112400000,116430000,150390000,187350000,208550000,267140000,246720000,251140000,262300000,344590000,282530000,144920000,75266000,44052000,23436000,0,0,0,0,0,"Aminopeptidase M1, putative",22,17,97.251,194
Tb927.3.4760,31193000,65482000,62766000,80413000,124340000,153800000,291330000,304960000,322030000,261470000,210520000,166510000,150230000,137140000,83904000,67124000,93984000,125170000,171200000,79928000,41100000,12315000,0,0,0,0,0,dynamin-1-like protein,22,9,73.148,404
Tb927.3.4850,0,0,0,0,0,0,0,0,0,0,6712600,10319000,10764000,13374000,17159000,17708000,10153000,0,12241000,7874600,0,8619600,0,0,0,0,0,"enoyl-CoA hydratase, mitochondrial precursor, putative",10,16,28.605,107
Tb927.3.4920,64731000,50244000,69933000,26205000,46862000,33467000,35329000,32537000,28394000,33658000,33979000,30386000,26036000,35523000,37651000,24076000,18718000,17160000,15522000,22362000,11163000,32136000,0,0,10179000,13503000,0,"LETM1 and EF-hand domain-containing protein 1, putative",24,3,42.736999999999995,350
Tb927.3.4950,28285000,68759000,48995000,40948000,31022000,20328000,8955700,7585800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",8,2,55.3,253
Tb927.3.4970,9740400,16481000,5899300,11878000,20313000,0,6119200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",6,5,115.81,263
Tb927.3.4980,0,9422100,4105600,8190900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved, frameshift",3,2,61.742,244
Tb927.3.5020,83619000,128150000,123350000,141050000,126960000,111310000,61939000,59766000,41807000,38905000,22894000,16820000,12019000,60489000,0,0,0,0,0,0,0,0,0,0,0,0,0,Flagellar Member 6,14,4,155.86,239
Tb927.3.5050,1926600000,3822300000,4506600000,5300500000,5368500000,3113600000,2488500000,1928000000,1349500000,1055200000,635630000,530330000,825980000,1066900000,1275800000,1066600000,604100000,427030000,214460000,188070000,203430000,238510000,215900000,195340000,566730000,753020000,796910000,60S ribosomal protein L4,27,5,41.856,239
Tb927.3.5070,0,0,0,4207700,4520200,11360000,23295000,50587000,91824000,121010000,36428000,22096000,7873500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",10,10,70.365,290
Tb927.3.5090,0,28087000,30918000,16589000,17148000,24554000,15404000,17613000,9397500,10600000,9325600,11449000,9669300,12150000,13857000,16567000,5272900,9215900,15131000,12814000,9056300,10323000,0,0,0,0,0,"tryparedoxin 2, putative",21,3,22.18,343
Tb927.3.5100,0,0,0,0,4896700,0,0,0,7877300,4122700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tfiih basal transcription factor complex helicase xpb subunit,3,9,105.21,305
Tb927.3.5130,0,12220000,27915000,11645000,15110000,10645000,19625000,12960000,6129400,8229400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"exonuclease, putative",9,3,44.196999999999996,233
Tb927.3.5190,0,28089000,26977000,24630000,21524000,12158000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,2,41.093999999999994,222
Tb927.3.5240,40112000,48019000,76022000,56687000,132870000,183710000,97095000,63417000,20001000,14636000,0,3043100,6786100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kinetoplast ribosomal PPR-repeat containing protein 8,12,6,66.655,516
Tb927.3.5250,8151600,15609000,11463000,24015000,26020000,21121000,19648000,22193000,17345000,19697000,17272000,15379000,12923000,9231900,13261000,9244300,12057000,13926000,0,0,0,0,0,0,0,0,0,Zinc finger CCCH domain-containing protein 8,18,5,61.206,409
Tb927.3.5280,0,0,0,0,10384000,17463000,6851600,15121000,12631000,12311000,7150400,0,0,0,0,0,0,0,0,0,0,8194300,0,0,0,0,0,"spliceosome-associated protein 49, putative",8,6,29.823,513
Tb927.3.5310,0,28306000,10243000,15534000,17373000,25263000,70512000,44149000,14054000,8504400,3153200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,paraflagellar rod protein,10,7,242.78,483
Tb927.3.5340,0,34853000,12530000,21357000,35877000,24901000,23340000,32927000,85866000,70970000,67520000,83639000,137910000,192440000,268900000,65288000,222840000,166870000,53716000,121890000,174830000,83323000,61683000,78323000,45116000,25328000,14780000,"Hsc70-interacting protein (Hip), putative",26,15,42.028,200
Tb927.3.5400,0,23734000,19296000,22641000,23394000,28026000,25704000,23881000,24116000,20937000,20368000,16218000,15051000,10563000,12817000,10380000,6488900,6820700,3778200,0,0,0,0,0,0,0,0,"serine/threonine protein kinase RIO1, putative",18,6,64.429,401
Tb927.3.5410,0,20450000,20464000,11098000,10052000,12668000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,3,23.48,222
Tb927.3.5420,0,0,0,0,9331100,8133000,13660000,16113000,12257000,20019000,11757000,8405000,7368900,7111000,5613900,0,0,0,0,0,0,0,0,0,0,0,0,protein transport protein Sec24,11,10,100.87,60
Tb927.3.5490,18504000,36578000,21395000,8955300,33347000,89719000,225760000,187580000,111890000,63523000,33980000,23670000,17941000,14957000,11150000,7668300,14348000,15801000,29880000,15969000,7118900,6337800,0,0,0,0,0,Putative intraflagellar transport protein B2,22,7,79.115,282
Tb927.3.5500,0,9027400,5257000,5983500,9839000,13363000,16234000,23651000,24547000,24561000,15205000,7096400,4609500,2803300,5300900,4531300,5169600,3497200,12523000,12656000,23271000,16682000,0,0,0,0,0,"DNA-directed RNA polymerase II subunit 3, putative",21,10,37.771,319
Tb927.3.5520,0,7005700,7512900,30775000,34798000,105850000,377250000,503680000,349110000,206500000,186210000,125720000,80130000,82976000,37825000,49332000,39043000,30617000,27359000,7816600,0,0,0,0,0,0,0,26S proteasome regulatory non-ATPase subunit,19,8,99.897,277
Tb927.3.5530,5558700,22280000,22498000,32293000,37629000,288170000,217440000,155860000,45482000,32550000,9104800,3439500,1913100,27055000,28905000,0,0,0,0,0,0,0,0,0,0,0,0,Tb-292 membrane associated protein,15,6,279.19,478
Tb927.3.5540,0,0,0,0,0,13327000,8923300,9738300,10271000,13195000,19324000,25743000,18101000,18044000,17953000,11082000,4521700,0,0,7964500,10587000,0,0,0,0,0,0,"dynein intermediate chain WDRD34, putative",14,12,58.074,18
Tb927.3.5550,0,0,0,0,10363000,11311000,18885000,21937000,16995000,14995000,17350000,17298000,13011000,14636000,14674000,15518000,13796000,9982700,12315000,10182000,8399000,13026000,9918200,0,0,0,0,intraflagellar transport protein 27,19,8,20.638,175
Tb927.3.5610,0,12102000,19587000,46398000,62833000,68050000,60712000,34158000,15569000,10826000,7503400,3775900,2139200,1775800,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondrial ribosomal protein L3,13,6,54.986000000000004,489
Tb927.3.5620,0,5954000,5925400,10156000,7329500,23438000,19048000,37469000,83933000,133230000,255660000,383490000,391180000,392620000,297360000,200640000,87307000,56141000,19925000,5358400,0,0,0,0,0,0,0,Facilitates chromatin transcription complex subunit spt16,19,14,113.69,11
Tb927.3.5640,0,0,0,0,0,0,0,4446100,4725300,0,4150600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nuclear transcription factor, putative",3,9,59.544,292
Tb927.3.620,0,0,9008300,6679700,7918500,5419600,13843000,11944000,12120000,11954000,11214000,0,7783800,5320600,3850000,3315800,0,0,0,0,0,0,0,0,0,0,0,"ATP-dependent DEAD/H RNA helicase, putative",13,7,90.439,407
Tb927.3.640,0,7464300,11814000,10100000,11668000,0,13788000,9019600,0,12416000,11561000,12218000,9886600,10719000,11086000,7067700,0,0,7859200,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",14,7,32.723,428
Tb927.3.680,16122000,26693000,17814000,31595000,45454000,10947000,20693000,19799000,19388000,21463000,23505000,16196000,17034000,14721000,17739000,13621000,12881000,12512000,8144900,0,0,0,0,0,0,0,0,"cytochrome P450, putative",19,5,66.122,414
Tb927.3.690,0,0,0,0,0,0,0,0,0,4682600,3094500,3021600,2667300,2336700,2495600,0,0,0,0,0,0,0,0,0,0,0,0,"CMGC/RCK protein kinase, putative",6,10,63.827,86
Tb927.3.720,0,8961500,10961000,14223000,14231000,15951000,9523700,10729000,10099000,9762600,6627800,6806900,5181600,3864000,4591700,0,0,0,0,0,0,0,0,0,0,0,0,zinc finger protein 3,14,6,14.168,535
Tb927.3.740,0,0,0,0,0,0,7760300,9985800,5084600,2592700,5003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZFP family member, putative",5,8,25.529,271
Tb927.3.750,102140000,17192000,71090000,42781000,32090000,35990000,17163000,16276000,9801000,11987000,9276500,8579900,5302900,6983600,8193800,6985000,0,0,0,4790600,6184400,11133000,0,19252000,0,0,0,"SET domain containing protein, putative",20,1,37.79,262
Tb927.3.770,0,0,0,0,17188000,20769000,12644000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitochondrial SSU ribosomal protein, putative",3,6,21.212,497
Tb927.3.820,0,0,0,7296000,7028200,7234600,9584600,7402600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LSU ribosomal protein, mitochondrial, putative",5,7,22.174,490
Tb927.3.860,0,0,0,24911000,59600000,61995000,36135000,48861000,52188000,35796000,30748000,30018000,26355000,26979000,25706000,19672000,34656000,21704000,21726000,18585000,10662000,7857300,0,0,0,0,0,"Acyl carrier protein, mitochondrial",19,6,16.531,417
Tb927.3.910,0,22386000,24198000,45611000,50762000,56948000,44136000,26402000,22010000,15075000,12828000,9615000,4454800,3851900,0,4018600,2674700,3442900,4543100,11831000,11226000,6029300,0,0,0,0,0,tubulin gamma chain,20,6,50.119,525
Tb927.3.930,226980000,275810000,244470000,173180000,438290000,949190000,973660000,451520000,191370000,89848000,26518000,7327200,2635000,1657900,0,0,0,0,0,0,0,0,0,0,0,0,0,"dynein heavy chain, putative",14,7,531.41,488
Tb927.3.940,0,7961100,6569000,3694800,3053500,0,4022100,3047000,3905600,4063600,0,3775100,3633500,3858800,3560600,3802000,0,0,0,3252100,7264500,0,0,0,0,0,0,"Complex 1 protein (LYR family), putative",15,2,18.107,346
Tb927.3.970,2524200,17305000,36639000,39254000,99249000,130790000,21201000,7719200,3711300,2083200,2097900,1846300,2234400,2570900,5853100,0,0,2787400,6166500,20942000,34198000,23406000,0,0,0,0,0,"Mitochondrial SSU ribosomal protein, putative",20,6,39.639,494
Tb927.4.1020,44458000,113520000,92696000,53338000,53418000,79024000,70758000,33040000,26633000,33890000,29397000,19437000,25332000,24783000,24332000,21413000,17723000,14159000,17894000,10269000,12963000,17357000,0,0,0,0,0,"serine-palmitoyl-CoA transferase, putative",22,2,54.128,231
Tb927.4.1070,0,0,0,0,5731500,9044800,8639700,4886800,4152600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondrial ribosomal protein L13,5,6,24.299,488
Tb927.4.1090,0,0,0,0,0,0,0,0,0,0,1432600,0,1242300,1643300,0,0,0,0,0,0,0,0,0,0,0,0,0,"endosomal integral membrane protein, putative",3,14,69.939,8
Tb927.4.110,0,0,0,0,0,0,8719700,13370000,28876000,44750000,73499000,49898000,45866000,53449000,48424000,42949000,32855000,29570000,30198000,8019100,3576800,0,0,0,0,0,0,"retrotransposon hot spot protein 1 (RHS1), interrupted",15,11,40.669000000000004,21
Tb927.4.1140,0,0,0,0,0,0,0,4766300,5792900,3698300,3809500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phosphatidylinositol 4-kinase, putative",4,9,65.934,292
